ClaimID,ScheduleNumber,ClaimNumber,DateFiled,CreditorName,TotalCurrentClaimAmount,DebtorName
6624106, 6624106,53059,09/14/2023,Name on file, $0.00,FTX Trading Ltd.
8619563,  ,53060,09/15/2023,Name on file, $0.00,FTX Trading Ltd.
6753155, 6753155,53061,09/16/2023,Name on file, $0.00,FTX Trading Ltd.
6844233, 6844233,53062,09/16/2023,Name on file, $0.00,FTX Trading Ltd.
7860639, 7860639,40972,08/15/2023,Name on file, $0.00,FTX EU Ltd.
7859790, 7859790,40973,08/15/2023,Name on file, $0.00,FTX EU Ltd.
7859881, 7859881,40974,08/15/2023,Name on file, $0.00,FTX EU Ltd.
7858456, 7858456,40975,08/14/2023,Name on file, $0.00,FTX EU Ltd.
7860431, 7860431,40976,08/14/2023,Name on file, $0.00,FTX EU Ltd.
7855352, 7855352,40977,08/12/2023,Name on file, $0.00,FTX EU Ltd.
7853060, 7853060,40978,08/14/2023,Name on file, $0.00,FTX EU Ltd.
7860001, 7860001,40979,08/14/2023,Name on file, $0.00,FTX EU Ltd.
7861786, 7861786,40980,08/14/2023,Name on file, $0.00,FTX EU Ltd.
7860828, 7860828,40981,08/14/2023,Name on file, $0.00,FTX EU Ltd.
7859709, 7859709,40982,08/15/2023,Name on file, $0.00,FTX EU Ltd.
7857632, 7857632,40983,08/15/2023,Name on file, $0.00,FTX EU Ltd.
7853163, 7853163,40984,08/15/2023,Name on file, $0.00,FTX EU Ltd.
8606646,  ,40985,08/15/2023,Name on file, $0.00,FTX EU Ltd.
7863545, 7863545,40986,08/15/2023,Name on file, $0.00,FTX EU Ltd.
7862290, 7862290,40987,08/15/2023,Name on file, $0.00,FTX EU Ltd.
7855456, 7855456,40988,08/15/2023,Name on file, $0.00,FTX EU Ltd.
7862158, 7862158,40989,08/15/2023,Name on file, $0.00,FTX EU Ltd.
7863085, 7863085,40990,08/15/2023,Name on file, $0.00,FTX EU Ltd.
8622098,  ,55513,09/19/2023,Name on file, $0.00,FTX EU Ltd.
8622099,  ,55514,09/19/2023,Name on file, $0.00,FTX Trading Ltd.
8622100,  ,55515,09/19/2023,Name on file, $0.00,FTX Trading Ltd.
8622101,  ,55516,09/19/2023,Name on file, $0.00,FTX Trading Ltd.
6841830, 6841830,55517,09/19/2023,Name on file, $0.00,FTX Trading Ltd.
8622103,  ,55518,09/19/2023,Name on file, $0.00,FTX EU Ltd.
6772401, 6772401,55519,09/19/2023,Name on file, $0.00,FTX Trading Ltd.
8622105,  ,55520,09/19/2023,Name on file, $0.00,FTX Trading Ltd.
6842459, 6842459,55521,09/19/2023,Name on file, $0.00,FTX Trading Ltd.
6779773, 6779773,55522,09/19/2023,Name on file, $0.00,FTX Trading Ltd.
8622108,  ,55523,09/19/2023,Name on file, $0.00,FTX Trading Ltd.
6780343, 6780343,55524,09/19/2023,Name on file, $0.00,FTX Trading Ltd.
7855852, 7855852,55525,09/19/2023,Name on file, $0.00,FTX EU Ltd.
6881049, 6881049,55526,09/19/2023,Name on file, $0.00,FTX Trading Ltd.
6849910, 6849910,55527,09/19/2023,Name on file, $0.00,FTX Trading Ltd.
6836562, 6836562,55528,09/19/2023,Name on file, $0.00,FTX Trading Ltd.
6788138, 6788138,55529,09/19/2023,Name on file, $0.00,FTX Trading Ltd.
5905461, 5905461,55530,09/19/2023,Name on file, $0.00,FTX EU Ltd.
8622116,  ,55531,09/19/2023,Name on file, $0.00,FTX Trading Ltd.
8582687,  ,18426,07/19/2023,Name on file, $0.00,FTX Trading Ltd.
6779390, 6779390,18427,07/19/2023,Name on file, $0.00,FTX Trading Ltd.
8582689,  ,18428,07/19/2023,Name on file, $0.00,FTX Trading Ltd.
6829680, 6829680,18429,07/19/2023,Name on file, $0.00,FTX Trading Ltd.
6545335, 6545335,46373,08/30/2023,Name on file, $0.00,FTX EU Ltd.
8612036,  ,46374,08/30/2023,Name on file, $0.00,FTX Trading Ltd.
6682305, 6682305,46375,08/30/2023,Name on file, $0.00,FTX EU Ltd.
6964132, 6964132,46376,08/30/2023,Name on file, $0.00,FTX EU Ltd.
8612039,  ,46377,08/30/2023,Name on file, $0.00,FTX EU Ltd.
7577744, 7577744,46378,08/30/2023,Name on file, $0.00,FTX Trading Ltd.
6771783, 6771783,46379,08/30/2023,Name on file, $0.00,FTX EU Ltd.
8612042,  ,46380,08/30/2023,Name on file, $0.00,FTX Trading Ltd.
8612043,  ,46381,08/30/2023,Name on file, $0.00,FTX Trading Ltd.
6822057, 6822057,65609,09/24/2023,Name on file, $0.00,FTX Trading Ltd.
7862036, 7862036,65610,09/24/2023,Name on file, $0.00,FTX EU Ltd.
6797572, 6797572,65611,09/24/2023,Name on file, $0.00,FTX Trading Ltd.
8632562,  ,65612,09/24/2023,Name on file, $0.00,FTX Trading Ltd.
6839775, 6839775,65613,09/24/2023,Name on file, $0.00,FTX Trading Ltd.
6758025, 6758025,65614,09/24/2023,Name on file, $0.00,FTX Trading Ltd.
6789548, 6789548,65615,09/24/2023,Name on file, $0.00,FTX Trading Ltd.
7859557, 7859557,65616,09/24/2023,Name on file, $0.00,FTX EU Ltd.
6850513, 6850513,65617,09/24/2023,Name on file, $0.00,FTX Trading Ltd.
8632568,  ,65618,09/24/2023,Name on file, $0.00,FTX Trading Ltd.
6791598, 6791598,65619,09/24/2023,Name on file, $0.00,FTX Trading Ltd.
6810213, 6810213,65620,09/24/2023,Name on file, $0.00,FTX Trading Ltd.
6811615, 6811615,65621,09/24/2023,Name on file, $0.00,FTX Trading Ltd.
6019611, 6019611,65622,09/24/2023,Name on file, $0.00,FTX Trading Ltd.
7854497, 7854497,65623,09/24/2023,Name on file, $0.00,FTX EU Ltd.
8632574,  ,65624,09/24/2023,Name on file, $0.00,FTX Trading Ltd.
5906635, 5906635,38209,08/12/2023,Name on file, $0.00,FTX EU Ltd.
6971862, 6971862,38210,08/12/2023,Name on file, $0.00,FTX EU Ltd.
6761248, 6761248,38211,08/12/2023,Name on file, $0.00,FTX Trading Ltd.
6637914, 6637914,38212,08/12/2023,Name on file, $0.00,FTX EU Ltd.
6609846, 6609846,38213,08/12/2023,Name on file, $0.00,FTX Trading Ltd.
6731749, 6731749,38214,08/12/2023,Name on file, $0.00,FTX EU Ltd.
6489309, 6489309,38215,08/12/2023,Name on file, $0.00,FTX Trading Ltd.
6456313, 6456313,38216,08/12/2023,Name on file, $0.00,FTX Trading Ltd.
6826455, 6826455,38217,08/12/2023,Name on file, $0.00,FTX Trading Ltd.
6853985, 6853985,38218,08/12/2023,Name on file, $0.00,FTX Trading Ltd.
6802963, 6802963,38219,08/12/2023,Name on file, $0.00,FTX Trading Ltd.
8603634,  ,38220,08/12/2023,Name on file, $0.00,FTX EU Ltd.
6751229, 6751229,38221,08/12/2023,Name on file, $0.00,FTX Trading Ltd.
7048862, 7048862,38222,08/12/2023,Name on file, $0.00,FTX EU Ltd.
6844808, 6844808,38223,08/12/2023,Name on file, $0.00,FTX Trading Ltd.
6542873, 6542873,38224,08/12/2023,Name on file, $0.00,FTX Trading Ltd.
8603639,  ,38225,08/12/2023,Name on file, $0.00,FTX EU Ltd.
6852235, 6852235,38226,08/12/2023,Name on file, $0.00,FTX Trading Ltd.
7858672, 7858672,55630,09/19/2023,Name on file, $0.00,FTX EU Ltd.
8622216,  ,55631,09/19/2023,Name on file, $0.00,FTX Trading Ltd.
8593395,  ,29097,07/30/2023,Name on file, $0.00,FTX Trading Ltd.
8593396,  ,29098,07/30/2023,Name on file, $0.00,FTX Trading Ltd.
8593397,  ,29099,07/30/2023,Name on file, $0.00,FTX EU Ltd.
8593398,  ,29100,07/30/2023,Name on file, $0.00,FTX Trading Ltd.
8593399,  ,29101,07/30/2023,Name on file, $0.00,FTX Trading Ltd.
8593400,  ,29102,07/30/2023,Name on file, $0.00,FTX Trading Ltd.
8593401,  ,29103,07/30/2023,Name on file, $0.00,FTX Trading Ltd.
8593402,  ,29104,07/30/2023,Name on file, $0.00,FTX Trading Ltd.
8593403,  ,29105,07/30/2023,Name on file, $0.00,FTX Trading Ltd.
8593404,  ,29106,07/30/2023,Name on file, $0.00,FTX Trading Ltd.
8593405,  ,29107,07/30/2023,Name on file, $0.00,FTX EU Ltd.
8593406,  ,29108,07/30/2023,Name on file, $0.00,FTX Trading Ltd.
8593407,  ,29109,07/30/2023,Name on file, $0.00,FTX EU Ltd.
8593408,  ,29110,07/30/2023,Name on file, $0.00,FTX Trading Ltd.
8593409,  ,29111,07/30/2023,Name on file, $0.00,FTX Trading Ltd.
8593410,  ,29112,07/30/2023,Name on file, $0.00,FTX Trading Ltd.
8593411,  ,29113,07/30/2023,Name on file, $0.00,West Realm Shires Services Inc.
8593412,  ,29114,07/30/2023,Name on file, $0.00,West Realm Shires Services Inc.
8593413,  ,29115,07/30/2023,Name on file, $0.00,FTX Trading Ltd.
8593414,  ,29116,07/30/2023,Name on file, $0.00,FTX Trading Ltd.
6842548, 6842548,49672,09/09/2023,Name on file, $0.00,FTX Trading Ltd.
6813889, 6813889,49673,09/09/2023,Name on file, $0.00,FTX Trading Ltd.
6804041, 6804041,49674,09/09/2023,Name on file, $0.00,FTX Trading Ltd.
5627804, 5627804,49675,09/09/2023,Name on file, $0.00,FTX Trading Ltd.
6838782, 6838782,49676,09/09/2023,Name on file, $0.00,FTX Trading Ltd.
6835220, 6835220,49677,09/09/2023,Name on file, $0.00,FTX Trading Ltd.
6758680, 6758680,49678,09/09/2023,Name on file, $0.00,FTX Trading Ltd.
6840355, 6840355,49679,09/09/2023,Name on file, $0.00,FTX Trading Ltd.
6773130, 6773130,38448,08/12/2023,Name on file, $0.00,FTX Trading Ltd.
6799020, 6799020,38449,08/12/2023,Name on file, $0.00,FTX Trading Ltd.
6818304, 6818304,38450,08/12/2023,Name on file, $0.00,FTX Trading Ltd.
7059082, 7059082,38451,08/12/2023,Name on file, $0.00,FTX EU Ltd.
6839999, 6839999,38452,08/12/2023,Name on file, $0.00,FTX Trading Ltd.
8603867,  ,38453,08/12/2023,Name on file, $0.00,FTX Trading Ltd.
6848555, 6848555,38454,08/12/2023,Name on file, $0.00,FTX Trading Ltd.
7577525, 7577525,38455,08/12/2023,Name on file, $0.00,FTX Trading Ltd.
8603870,  ,38456,08/12/2023,Name on file, $0.00,FTX EU Ltd.
8603871,  ,38457,08/12/2023,Name on file, $0.00,FTX Trading Ltd.
6655166, 6655166,38458,08/12/2023,Name on file, $0.00,FTX Trading Ltd.
6849725, 6849725,38459,08/12/2023,Name on file, $0.00,FTX Trading Ltd.
6571898, 6571898,38460,08/12/2023,Name on file, $0.00,FTX Trading Ltd.
6771893, 6771893,38461,08/12/2023,Name on file, $0.00,FTX Trading Ltd.
8603876,  ,38462,08/12/2023,Name on file, $0.00,FTX EU Ltd.
8603877,  ,38463,08/12/2023,Name on file, $0.00,FTX EU Ltd.
6792219, 6792219,38464,08/12/2023,Name on file, $0.00,FTX Trading Ltd.
6572938, 6572938,38465,08/12/2023,Name on file, $0.00,FTX Trading Ltd.
6977282, 6977282,38466,08/12/2023,Name on file, $0.00,FTX EU Ltd.
8603881,  ,38467,08/12/2023,Name on file, $0.00,FTX EU Ltd.
8632643,  ,65693,09/24/2023,Name on file, $0.00,FTX Trading Ltd.
6818264, 6818264,65694,09/24/2023,Name on file, $0.00,FTX Trading Ltd.
7864151, 7864151,65695,09/24/2023,Name on file, $0.00,FTX EU Ltd.
8632646,  ,65696,09/24/2023,Name on file, $0.00,FTX EU Ltd.
6728037, 6728037,65697,09/24/2023,Name on file, $0.00,FTX Trading Ltd.
7865870, 7865870,65698,09/24/2023,Name on file, $0.00,FTX EU Ltd.
6768950, 6768950,65699,09/24/2023,Name on file, $0.00,FTX Trading Ltd.
6829703, 6829703,65700,09/24/2023,Name on file, $0.00,FTX Trading Ltd.
6756009, 6756009,65701,09/24/2023,Name on file, $0.00,FTX Trading Ltd.
8632652,  ,65702,09/24/2023,Name on file, $0.00,FTX Trading Ltd.
6827360, 6827360,65703,09/24/2023,Name on file, $0.00,FTX Trading Ltd.
6819593, 6819593,65704,09/24/2023,Name on file, $0.00,FTX Trading Ltd.
8622353,  ,55763,09/19/2023,Name on file, $0.00,FTX Trading Ltd.
6788408, 6788408,55764,09/19/2023,Name on file, $0.00,FTX Trading Ltd.
5744111, 5744111,55765,09/19/2023,Name on file, $0.00,FTX EU Ltd.
8622356,  ,55766,09/19/2023,Name on file, $0.00,FTX EU Ltd.
6792911, 6792911,55767,09/19/2023,Name on file, $0.00,FTX Trading Ltd.
6581808, 6581808,55768,09/19/2023,Name on file, $0.00,FTX Trading Ltd.
6769592, 6769592,55769,09/19/2023,Name on file, $0.00,FTX Trading Ltd.
8622360,  ,55770,09/19/2023,Name on file, $0.00,FTX Trading Ltd.
8622361,  ,55771,09/19/2023,Name on file, $0.00,FTX Trading Ltd.
8622362,  ,55772,09/19/2023,Name on file, $0.00,FTX Trading Ltd.
6810570, 6810570,55773,09/19/2023,Name on file, $0.00,FTX Trading Ltd.
6810524, 6810524,55774,09/19/2023,Name on file, $0.00,FTX Trading Ltd.
6340804, 6340804,55775,09/19/2023,Name on file, $0.00,FTX EU Ltd.
7578899, 7578899,55776,09/19/2023,Name on file, $0.00,FTX Trading Ltd.
5412281, 5412281,55777,09/19/2023,Name on file, $0.00,FTX Trading Ltd.
6758792, 6758792,55778,09/19/2023,Name on file, $0.00,FTX Trading Ltd.
8622369,  ,55779,09/19/2023,Name on file, $0.00,FTX EU Ltd.
8622370,  ,55780,09/19/2023,Name on file, $0.00,FTX Trading Ltd.
6750010, 6750010,55781,09/19/2023,Name on file, $0.00,FTX Trading Ltd.
8622372,  ,55782,09/19/2023,Name on file, $0.00,FTX Trading Ltd.
7065043, 7065043,15655,07/17/2023,Name on file, $0.00,FTX Trading Ltd.
6804482, 6804482,15656,07/17/2023,Name on file, $0.00,FTX Trading Ltd.
5653064, 5653064,15657,07/17/2023,Name on file, $0.00,FTX Trading Ltd.
8579871,  ,15658,07/17/2023,Name on file, $0.00,FTX Trading Ltd.
8579872,  ,15659,07/17/2023,Name on file, $0.00,FTX Trading Ltd.
6788262, 6788262,15660,07/17/2023,Name on file, $0.00,FTX Trading Ltd.
8579874,  ,15661,07/17/2023,Name on file, $0.00,FTX Trading Ltd.
8579875,  ,15662,07/17/2023,Name on file, $0.00,FTX Trading Ltd.
6560882, 6560882,15663,07/17/2023,Name on file, $0.00,West Realm Shires Services Inc.
6780222, 6780222,15664,07/17/2023,Name on file, $0.00,FTX Trading Ltd.
8579878,  ,15665,07/17/2023,Name on file, $0.00,FTX Trading Ltd.
6760998, 6760998,15666,07/17/2023,Name on file, $0.00,FTX Trading Ltd.
8579880,  ,15667,07/17/2023,Name on file, $0.00,FTX Trading Ltd.
5771677, 5771677,15668,07/17/2023,Name on file, $0.00,FTX Trading Ltd.
6756987, 6756987,54263,09/18/2023,Name on file, $0.00,FTX Trading Ltd.
6828307, 6828307,54264,09/18/2023,Name on file, $0.00,FTX Trading Ltd.
8620768,  ,54265,09/18/2023,Name on file, $0.00,FTX Trading Ltd.
8620769,  ,54266,09/18/2023,Name on file, $0.00,FTX Trading Ltd.
8620770,  ,54267,09/18/2023,Name on file, $0.00,West Realm Shires Services Inc.
8620771,  ,54268,09/18/2023,Name on file, $0.00,FTX Trading Ltd.
8620772,  ,54269,09/18/2023,Name on file, $0.00,FTX Trading Ltd.
8620773,  ,54270,09/18/2023,Name on file, $0.00,FTX Trading Ltd.
8620774,  ,54271,09/18/2023,Name on file, $0.00,FTX Trading Ltd.
6522276, 6522276,54272,09/18/2023,Name on file, $0.00,FTX Trading Ltd.
8620776,  ,54273,09/18/2023,Name on file, $0.00,FTX Trading Ltd.
6752504, 6752504,54274,09/18/2023,Name on file, $0.00,FTX Trading Ltd.
6826254, 6826254,54275,09/18/2023,Name on file, $0.00,FTX Trading Ltd.
6580617, 6580617,54276,09/18/2023,Name on file, $0.00,FTX Trading Ltd.
6718319, 6718319,54277,09/18/2023,Name on file, $0.00,FTX Trading Ltd.
8620781,  ,54278,09/18/2023,Name on file, $0.00,FTX Trading Ltd.
8620782,  ,54279,09/18/2023,Name on file, $0.00,FTX Trading Ltd.
8620783,  ,54280,09/18/2023,Name on file, $0.00,West Realm Shires Services Inc.
8620784,  ,54281,09/18/2023,Name on file, $0.00,FTX Trading Ltd.
8620785,  ,54282,09/18/2023,Name on file, $0.00,FTX Trading Ltd.
8593493,  ,29195,07/30/2023,Name on file, $0.00,FTX Trading Ltd.
8593494,  ,29196,07/30/2023,Name on file, $0.00,FTX Trading Ltd.
8593495,  ,29197,07/30/2023,Name on file, $0.00,FTX Trading Ltd.
8593496,  ,29198,07/30/2023,Name on file, $0.00,FTX EU Ltd.
8593497,  ,29199,07/30/2023,Name on file, $0.00,FTX Trading Ltd.
8593498,  ,29200,07/30/2023,Name on file, $0.00,FTX EU Ltd.
8593499,  ,29201,07/30/2023,Name on file, $0.00,FTX Trading Ltd.
8593500,  ,29202,07/30/2023,Name on file, $0.00,FTX Trading Ltd.
8593501,  ,29203,07/30/2023,Name on file, $0.00,West Realm Shires Services Inc.
8593502,  ,29204,07/30/2023,Name on file, $0.00,FTX EU Ltd.
8593503,  ,29205,07/30/2023,Name on file, $0.00,FTX Trading Ltd.
8593504,  ,29206,07/30/2023,Name on file, $0.00,FTX Trading Ltd.
8593505,  ,29207,07/30/2023,Name on file, $0.00,FTX Trading Ltd.
8593506,  ,29208,07/30/2023,Name on file, $0.00,FTX Trading Ltd.
8593507,  ,29209,07/30/2023,Name on file, $0.00,FTX Trading Ltd.
8593508,  ,29210,07/30/2023,Name on file, $0.00,FTX Trading Ltd.
8593509,  ,29211,07/30/2023,Name on file, $0.00,FTX Trading Ltd.
8593510,  ,29212,07/30/2023,Name on file, $0.00,FTX Trading Ltd.
8593511,  ,29213,07/30/2023,Name on file, $0.00,FTX Trading Ltd.
8593512,  ,29214,07/30/2023,Name on file, $0.00,FTX Trading Ltd.
6788066, 6788066,20608,07/20/2023,Name on file, $0.00,FTX Trading Ltd.
6695571, 6695571,20609,07/20/2023,Name on file, $0.00,FTX Trading Ltd.
8584880,  ,20610,07/20/2023,Name on file, $0.00,FTX EU Ltd.
6844699, 6844699,20611,07/20/2023,Name on file, $0.00,FTX Trading Ltd.
8584882,  ,20612,07/20/2023,Name on file, $0.00,FTX Trading Ltd.
6806094, 6806094,20613,07/20/2023,Name on file, $0.00,FTX Trading Ltd.
6572930, 6572930,20614,07/20/2023,Name on file, $0.00,FTX EU Ltd.
7449872, 7449872,20615,07/20/2023,Name on file, $0.00,FTX Trading Ltd.
6432502, 6432502,20616,07/20/2023,Name on file, $0.00,FTX Trading Ltd.
8584887,  ,20617,07/20/2023,Name on file, $0.00,FTX Trading Ltd.
5867404, 5867404,20618,07/20/2023,Name on file, $0.00,FTX EU Ltd.
6790816, 6790816,20619,07/20/2023,Name on file, $0.00,FTX Trading Ltd.
5342584, 5342584,20620,07/20/2023,Name on file, $0.00,FTX Trading Ltd.
6789176, 6789176,20621,07/20/2023,Name on file, $0.00,FTX Trading Ltd.
6773314, 6773314,20622,07/20/2023,Name on file, $0.00,FTX Trading Ltd.
7427059, 7427059,20623,07/20/2023,Name on file, $0.00,FTX Trading Ltd.
6791152, 6791152,20624,07/20/2023,Name on file, $0.00,FTX Trading Ltd.
5709960, 5709960,20625,07/20/2023,Name on file, $0.00,FTX EU Ltd.
6822462, 6822462,20626,07/20/2023,Name on file, $0.00,FTX Trading Ltd.
6843296, 6843296,20627,07/20/2023,Name on file, $0.00,FTX Trading Ltd.
6727781, 6727781,56005,09/19/2023,Name on file, $0.00,FTX Trading Ltd.
6972793, 6972793,56006,09/19/2023,Name on file, $0.00,FTX EU Ltd.
6229224, 6229224,56007,09/19/2023,Name on file, $0.00,FTX Trading Ltd.
7578700, 7578700,56008,09/19/2023,Name on file, $0.00,FTX Trading Ltd.
8622618,  ,56009,09/19/2023,Name on file, $0.00,FTX Trading Ltd.
6844814, 6844814,20648,07/20/2023,Name on file, $0.00,FTX Trading Ltd.
6809739, 6809739,20649,07/20/2023,Name on file, $0.00,FTX Trading Ltd.
6853751, 6853751,20650,07/20/2023,Name on file, $0.00,FTX Trading Ltd.
6803452, 6803452,20651,07/20/2023,Name on file, $0.00,FTX Trading Ltd.
6772163, 6772163,20652,07/20/2023,Name on file, $0.00,FTX Trading Ltd.
6832951, 6832951,20653,07/20/2023,Name on file, $0.00,FTX Trading Ltd.
7577301, 7577301,20654,07/20/2023,Name on file, $0.00,FTX Trading Ltd.
8584925,  ,20655,07/20/2023,Name on file, $0.00,FTX EU Ltd.
6523333, 6523333,20656,07/20/2023,Name on file, $0.00,West Realm Shires Services Inc.
6790506, 6790506,20657,07/20/2023,Name on file, $0.00,FTX Trading Ltd.
6803941, 6803941,20658,07/20/2023,Name on file, $0.00,FTX Trading Ltd.
6772741, 6772741,20659,07/20/2023,Name on file, $0.00,FTX Trading Ltd.
6776545, 6776545,20660,07/20/2023,Name on file, $0.00,FTX Trading Ltd.
5867798, 5867798,20661,07/20/2023,Name on file, $0.00,FTX EU Ltd.
6762259, 6762259,20662,07/20/2023,Name on file, $0.00,FTX Trading Ltd.
6749383, 6749383,20663,07/20/2023,Name on file, $0.00,FTX Trading Ltd.
6825897, 6825897,20664,07/20/2023,Name on file, $0.00,FTX Trading Ltd.
8584935,  ,20665,07/20/2023,Name on file, $0.00,FTX Trading Ltd.
6889628, 6889628,20666,07/20/2023,Name on file, $0.00,Quoine Pte Ltd
8584937,  ,20667,07/20/2023,Name on file, $0.00,FTX Trading Ltd.
8622570,  ,55961,09/19/2023,Name on file, $0.00,FTX Trading Ltd.
8615708,  ,49871,09/10/2023,Name on file, $0.00,West Realm Shires Services Inc.
6417127, 6417127,49872,09/10/2023,Name on file, $0.00,West Realm Shires Services Inc.
6810098, 6810098,49873,09/10/2023,Name on file, $0.00,FTX Trading Ltd.
7450331, 7450331,49874,09/10/2023,Name on file, $0.00,FTX Trading Ltd.
6506900, 6506900,49875,09/10/2023,Name on file, $0.00,FTX Trading Ltd.
6846621, 6846621,49876,09/10/2023,Name on file, $0.00,FTX Trading Ltd.
8615714,  ,49877,09/10/2023,Name on file, $0.00,FTX Trading Ltd.
6600195, 6600195,49878,09/10/2023,Name on file, $0.00,FTX Trading Ltd.
6851461, 6851461,49879,09/10/2023,Name on file, $0.00,FTX Trading Ltd.
6545226, 6545226,49880,09/10/2023,Name on file, $0.00,West Realm Shires Services Inc.
6688180, 6688180,49881,09/10/2023,Name on file, $0.00,FTX Trading Ltd.
6576621, 6576621,49882,09/10/2023,Name on file, $0.00,West Realm Shires Services Inc.
7637126, 7637126,64600,09/24/2023,Name on file, $0.00,FTX Trading Ltd.
6789492, 6789492,64601,09/24/2023,Name on file, $0.00,FTX Trading Ltd.
6853963, 6853963,64602,09/24/2023,Name on file, $0.00,FTX Trading Ltd.
6849644, 6849644,64603,09/24/2023,Name on file, $0.00,FTX Trading Ltd.
6849788, 6849788,64604,09/24/2023,Name on file, $0.00,FTX Trading Ltd.
6647438, 6647438,64605,09/24/2023,Name on file, $0.00,West Realm Shires Services Inc.
6774575, 6774575,64606,09/24/2023,Name on file, $0.00,FTX Trading Ltd.
8631557,  ,64607,09/24/2023,Name on file, $0.00,FTX Trading Ltd.
5447385, 5447385,65981,09/25/2023,Name on file, $0.00,West Realm Shires Services Inc.
6863204, 6863204,65982,09/25/2023,Name on file, $0.00,FTX Trading Ltd.
8632970,  ,65983,09/25/2023,Name on file, $0.00,West Realm Shires Services Inc.
6759749, 6759749,65984,09/25/2023,Name on file, $0.00,FTX Trading Ltd.
6479083, 6479083,65985,09/25/2023,Name on file, $0.00,FTX Trading Ltd.
6829044, 6829044,65986,09/25/2023,Name on file, $0.00,FTX Trading Ltd.
6631910, 6631910,65987,09/25/2023,Name on file, $0.00,Quoine Pte Ltd
8632975,  ,65988,09/25/2023,Name on file, $0.00,FTX Trading Ltd.
6820283, 6820283,38534,08/13/2023,Name on file, $0.00,FTX Trading Ltd.
6808799, 6808799,38535,08/13/2023,Name on file, $0.00,FTX Trading Ltd.
6021061, 6021061,38536,08/13/2023,Name on file, $0.00,FTX Trading Ltd.
6804239, 6804239,38537,08/13/2023,Name on file, $0.00,FTX Trading Ltd.
6568737, 6568737,38538,08/13/2023,Name on file, $0.00,West Realm Shires Services Inc.
8603953,  ,38539,08/13/2023,Name on file, $0.00,FTX Trading Ltd.
6773812, 6773812,38540,08/13/2023,Name on file, $0.00,FTX Trading Ltd.
8603955,  ,38541,08/13/2023,Name on file, $0.00,FTX Trading Ltd.
6388485, 6388485,38542,08/13/2023,Name on file, $0.00,FTX Trading Ltd.
7041678, 7041678,38543,08/13/2023,Name on file, $0.00,FTX EU Ltd.
6726733, 6726733,38544,08/13/2023,Name on file, $0.00,FTX Trading Ltd.
8603959,  ,38545,08/13/2023,Name on file, $0.00,West Realm Shires Services Inc.
6843453, 6843453,38546,08/13/2023,Name on file, $0.00,FTX Trading Ltd.
7014239, 7014239,38547,08/13/2023,Name on file, $0.00,Quoine Pte Ltd
6783644, 6783644,38548,08/13/2023,Name on file, $0.00,FTX Trading Ltd.
5350183, 5350183,38549,08/13/2023,Name on file, $0.00,FTX Trading Ltd.
6506330, 6506330,38550,08/13/2023,Name on file, $0.00,West Realm Shires Services Inc.
6728701, 6728701,38551,08/13/2023,Name on file, $0.00,FTX Trading Ltd.
6719433, 6719433,38552,08/13/2023,Name on file, $0.00,FTX Trading Ltd.
6760439, 6760439,38553,08/13/2023,Name on file, $0.00,FTX Trading Ltd.
8631618,  ,64668,09/24/2023,Name on file, $0.00,FTX Trading Ltd.
5645259, 5645259,64669,09/24/2023,Name on file, $0.00,FTX Trading Ltd.
6773562, 6773562,64670,09/24/2023,Name on file, $0.00,FTX Trading Ltd.
8631621,  ,64671,09/24/2023,Name on file, $0.00,FTX Trading Ltd.
5636189, 5636189,64672,09/24/2023,Name on file, $0.00,FTX Trading Ltd.
6820269, 6820269,64673,09/24/2023,Name on file, $0.00,FTX Trading Ltd.
6839902, 6839902,64674,09/24/2023,Name on file, $0.00,FTX Trading Ltd.
8631625,  ,64675,09/24/2023,Name on file, $0.00,West Realm Shires Services Inc.
6834687, 6834687,35793,08/05/2023,Name on file, $0.00,FTX Trading Ltd.
8600124,  ,35794,08/05/2023,Name on file, $0.00,FTX Trading Ltd.
6850290, 6850290,35795,08/05/2023,Name on file, $0.00,FTX Trading Ltd.
8600126,  ,35796,08/05/2023,Name on file, $0.00,FTX EU Ltd.
6836416, 6836416,35797,08/05/2023,Name on file, $0.00,FTX Trading Ltd.
6022949, 6022949,35798,08/05/2023,Name on file, $0.00,FTX EU Ltd.
6785666, 6785666,35799,08/05/2023,Name on file, $0.00,FTX Trading Ltd.
6795157, 6795157,35800,08/05/2023,Name on file, $0.00,FTX Trading Ltd.
5686944, 5686944,35801,08/05/2023,Name on file, $0.00,West Realm Shires Services Inc.
6072458, 6072458,35802,08/05/2023,Name on file, $0.00,West Realm Shires Services Inc.
8600133,  ,35803,08/05/2023,Name on file, $0.00,FTX Trading Ltd.
7578933, 7578933,35804,08/05/2023,Name on file, $0.00,FTX Trading Ltd.
6813196, 6813196,35805,08/05/2023,Name on file, $0.00,FTX Trading Ltd.
8600136,  ,35806,08/05/2023,Name on file, $0.00,FTX Trading Ltd.
6829415, 6829415,35807,08/05/2023,Name on file, $0.00,FTX Trading Ltd.
8600138,  ,35808,08/05/2023,Name on file, $0.00,FTX Trading Ltd.
6423123, 6423123,35809,08/05/2023,Name on file, $0.00,FTX Trading Ltd.
8600140,  ,35810,08/05/2023,Name on file, $0.00,FTX Trading Ltd.
6850400, 6850400,35811,08/05/2023,Name on file, $0.00,FTX Trading Ltd.
